,date,text,score,senti
6300,2021.02.20.,사설 해야 할 일을 밥그릇 싸움으로 전락시킨 두 금융 수장,-3,-1
6301,2021.02.21.,실수로 잘못 송금한 돈 예보가 대신 찾아준다,-2,-1
6302,2021.02.21.,중동서 제2 아자르 노리는 韓 IT 스타트업,0,0
6303,2021.02.21.,KB운용 ‘KB1코노미 펀드’ 리뉴얼…최근 1년 수익률 48,1,1
6304,2021.02.21.,부자들이 꼽은 투자 유망자산 1위는 ‘국내 주식’,3,1
6305,2021.02.21.,한은과 금융위의 ‘밥그릇 싸움’현장에서박희창,-3,-1
6306,2021.02.21.,목회자 온라인 모여 사역의 힘을 더하다,1,1
6307,2021.02.21.,대세 편승하는 삶은 그만…청년이여 너의 다름을 믿어라,0,0
6308,2021.02.21.,한은금융위 전자금융거래법 ‘빅브러더 공방’ 속내는 영토 다툼,-3,-1
6309,2021.02.21.,김밥집 옷가게 검색엔진…10번 실패후 K앱 2조원 잭팟,0,0
6310,2021.02.21.,“서울상의 혁신 안 보이나”… 한숨 깊어지는 부산 상공계,-2,-1
6311,2021.02.21.,증시 오를만큼 올랐다…성장주는 더 간다,1,1
6312,2021.02.21.,카카오게임즈 “개발력 새 날개로 신작 러시… ‘한국의 텐센트’로”,2,1
6313,2021.02.21.,줌인“노력보다 많은 富 덤과 같더라”…재산 절반 기부하는 ‘10조’ 부자 김범수,2,1
6314,2021.02.21.,재밋거리 가득한 교회 어린이 위한 꿈동산을 가꾸다,0,0
6315,2021.02.21.,정부 단속의지 비웃듯… 여전히 판치는 웹툰 불법 유통,-5,-1
6316,2021.02.21.,사설 정부의 개인정보 통제 어떤 형태든 문제 있다,0,0
6317,2021.02.21.,빅테크 금융영토 급속 확장에 소비자보호안정성 논란 확산,2,1
6318,2021.02.22.,금융위 vs 한국은행 갈등 격화…빅브러더는 지나친 과장,-6,-1
6319,2021.02.22.,이루다가 남긴 과제네이버카카오 나섰다,0,0
6320,2021.02.22.,공유창고 세컨신드롬 시리즈B 투자 유치,2,1
6321,2021.02.22.,헬로 블록체인 암호화폐가상자산가상화폐…너의 이름은  김병철,-2,-1
6322,2021.02.22.,IPO 호황인데…카뱅크래프톤 대어 쏙 빠진 KOTC,1,1
6323,2021.02.22.,왕년엔 재계 맏형 단체였지만…전경련 나홀로 ‘구인난’ 허덕,0,0
6324,2021.02.22.,美 금리 상승파월 발언에 자극…성장주가치주 논쟁 가열,3,1
6325,2021.02.22.,“엔진오일 언제 교체” 묻자…車 “○○○㎞에 바꾸세요”,0,0
6326,2021.02.22.,공공도 SW 유지보수 전문서비스 시대…시장 구조 개편 예고,0,0
6327,2021.02.22.,집토끼 지켜라…기존 증권사 WMIB 강화,2,1
6328,2021.02.22.,이주열 “전금법 개정안 빅브러더법 맞다”… 은성수 주장 반박,-1,-1
6329,2021.02.22.,“제주형 국제도시 고유의 환경생태평화인권 가치 구현하겠다”,1,1
6330,2021.02.22.,“실내등 색 바꿔줘”…현대차 ‘커넥티드 카 AI 음성인식’ 서비스,0,0
6331,2021.02.22.,“이 경고등 왜 켜졌어” 현대차그룹 AI 음성인식 기술 개발,1,1
6332,2021.02.22.,삼성전자만 68 수익률…속쓰린 ‘주포자’,1,1
6333,2021.02.22.,‘김남구김범수김택진’ 합류…금융과 IT 품는 서울상의,2,1
6334,2021.02.22.,한국투자증권 두산重대한항공 등 유상증자,1,1
6335,2021.02.22.,“조수석 온도 25도” 운전중 말로 조작한다,-1,-1
6336,2021.02.22.,카카오 김범수엔씨 김택진 서울상의 부회장단에 합류,1,1
6337,2021.02.22.,롤러코스터 증시… 코스피 하루새 35 급등,4,1
6338,2021.02.22.,홈플러스 모바일앱 리뉴얼…업계 최초 네이버페이 지원,2,1
6339,2021.02.22.,동십자각 은행 MZ세대에 ‘앱삭’ 안 당하려면,0,0
6340,2021.02.22.,은행 중개 없이도 자금 이체 가능CBDC로 금융상거래 빅뱅 예고,3,1
6341,2021.02.22.,“실검에 ○○ 떴대” 이제는 옛말 네이버 급상승검색어 16년만에 폐지,-2,-1
6342,2021.02.22.,‘지라시’ ‘테마주’로 흔들리는 코스닥… ‘천스닥’에 안착할 수 있을까,-1,-1
6343,2021.02.22.,정권 핵심들이 내세우는 섬뜩한 말 ‘우리 편’오늘과 내일길진균,-1,-1
6344,2021.02.22.,편집국에서 김범수의 시 김범석의 물  최우성,0,0
6345,2021.02.23.,줌인로펌 2021① 로펌 코로나19에도 작년 25조 매출…태평양화우 약진,-3,-1
6346,2021.02.23.,카트라이더 가장 많이 쓴 게임앱…리니지M 12에 돈 최고 많이 질렀다,1,1
6347,2021.02.23.,단독넷플릭스와 싸우는 SKB 카카오TV 손잡는다,1,1
6348,2021.02.23.,‘칼라일이 2억달러 투자’ 카카오모빌리티 34조 기업으로 우뚝,2,1
6349,2021.02.23.,강병준의 어퍼컷창업자의 선한 영향력,0,0
6350,2021.02.23.,IT업계시민단체 구글 갑질 방지법 국회가 나서야,-1,-1
6351,2021.02.23.,文대통령 김범수김봉진 공개 격려 “자수성가한 富 환원…큰 박수”종합,0,0
6352,2021.02.23.,오늘부터 식당 등 수기명부에 ‘개인안심번호’ 쓰세요,2,1
6353,2021.02.23.,자수성가 부자 통 큰 기부… 재벌 富대물림과 달랐다,2,1
6354,2021.02.23.,한은 전금법 개정안 개인정보 침해 빅브라더법,-2,-1
6355,2021.02.23.,“백신에 전자칩” 가짜뉴스 판치는데 정작 방심위는 ‘개점휴업’,-3,-1
6356,2021.02.23.,이주열 “전금법은 빅브러더법 맞다”은성수에 직격탄,-1,-1
6357,2021.02.23.,박신우 PD “다른 인생 훔쳐보는 재미 살리려 형식 바꿔”,1,1
6358,2021.02.23.,엔진오일 언제 갈아…현대차가 답합니다,0,0
6359,2021.02.23.,도시남녀의 달달한 사랑 노래 들어볼까,2,1
6360,2021.02.23.,기업은행 우편 대신 카톡문자로모바일 전자고지 실시,1,1
6361,2021.02.23.,AI인공지능 원천은 수학 긴 호흡으로 학생 흥미 유발을,1,1
6362,2021.02.23.,팩트파인더 한은금융위 물고 뜯는 전금법 빅브러더 논란 누구 말이 맞나,-2,-1
6363,2021.02.23.,마이데이터 기싸움 2R…보험vs핀테크 향방은,-2,-1
6364,2021.02.23.,바이오 따라 출렁이는 코스닥 3월 반전 노린다,-1,-1
6365,2021.02.23.,네이버 쇼핑 내역 마이데이터 공유대상 포함12개 항목으로만 제공,3,1
6366,2021.02.23.,“초봉 6000만원”…IT업계 ‘귀하신 개발자님’ 모시기 경쟁,-1,-1
6367,2021.02.23.,시론 빅블러 시대가 왔다,0,0
6368,2021.02.23.,최선을의 말랑경제 내 신용점수 1점이라도 올리려면,0,0
6369,2021.02.23.,기자수첩 명암 엇갈린 ‘네카라쿠배’,-1,-1
6370,2021.02.23.,‘빅테크 거래정보’ 관리 놓고 갈등,-2,-1
6371,2021.02.23.,팀장시각 제2의 ‘배민아자르’ 또 나올까,0,0
6372,2021.02.23.,김범수의 5兆 세상을 바꾼다,0,0
6373,2021.02.24.,취미재테크육아… 판 커진 온라인 교육 플랫폼 몸값 뛴다,2,1
6374,2021.02.24.,현대건설 재개발재건축 매거진H 개설,0,0
6375,2021.02.24.,최태원 경영환경 개선 위해 견마지로 다할 것,2,1
6376,2021.02.24.,10살 조카 물고문한 이유 묻자…기자들이 답 정해놓고 질문하네,1,1
6377,2021.02.24.,김범수 김봉진 이끈 50년전 사회환원… 90세 기업인이 지켜온 유일한 정신,0,0
6378,2021.02.24.,낙태죄 폐지 한 달…해결 못한 숙제가 많다,-2,-1
6379,2021.02.24.,사회문제 해결 롤모델 빌 게이츠… AI캠퍼스 고민,-2,-1
6380,2021.02.24.,서초포럼 꽃보다 K슈퍼스타,1,1
6381,2021.02.24.,1800만명 앱 발판 토스증권…메기될까 찻잔속 태풍 될까,0,0
6382,2021.02.24.,10억명 즐기는 게임 개발… ‘세계 부호’ 단골로 이름 올려,3,1
6383,2021.02.24.,단독KT ‘케이딜’ 이번주 출시…1兆 ‘폐쇄형 커머스’ 판 커진다,3,1
6384,2021.02.24.,독자의 눈 보이스 피싱 예방법 숙지했으면,-1,-1
6385,2021.02.24.,형이 왜 거기서 나와 경제단체가 젊어진다,0,0
6386,2021.02.24.,더 교묘해진 사이버 불링…코로나시대 학교폭력 대책 시급,-4,-1
6387,2021.02.24.,빅히트 등 IPO 대어 증가로 공모규모 32조→45조,5,1
6388,2021.02.24.,공존이 곧 생존삼성도 SK도 ESG 경영 올인,0,0
6389,2021.02.24.,MZ세대 “인사평가 납득 못해”… 공정성 요구 커져 기업마다 홍역,-5,-1
6390,2021.02.24.,삼천피 지켜낸 동학개미38조 투입 역대 세번째,0,0
6391,2021.02.24.,통신 이통3사 스마트 모빌리티로 간다,2,1
6392,2021.02.24.,쿠팡 계약직 쿠친에도 1인당 200만원 주식 쏜다,0,0
6393,2021.02.24.,정부 압박에 꼬리 내린 ‘IT공룡’…갑질 횡포한국 홀대는 ‘진행형’,-5,-1
6394,2021.02.24.,무심코 눌렀다 ‘아차’…유튜브카톡알약 초기화면 “무례하다”,-2,-1
6395,2021.02.24.,‘가짜사나이’ 김계란 귀농 예능 ‘찐서유기’ 내놔,-3,-1
6396,2021.02.24.,테슬라 주식 받았네 모바일 선물로,0,0
6397,2021.02.24.,공정위 우버티맵 합작 회사 설립 승인,1,1
6398,2021.02.24.,문턱 낮지만 보호막 없는 ‘네이버 금융’ 소비자에 과연 득일까,-1,-1
6399,2021.02.24.,금융위원장 “전금법 개정안 미진한 부분 보완”,0,0
6400,2021.02.24.,넷마블 글로벌 앱 시장서 날았다,1,1
6401,2021.02.25.,줌인김봉진도 통 큰 기부…나눔도 앞서가는 IT 젊은 부호들,3,1
6402,2021.02.25.,나이먹을수록 연금 더 받을 수 있게… 금융위 노후보장 활성화 방안 모색,1,1
6403,2021.02.25.,내가 어제 뭘 샀지 은행 앱으로 확인하세요,0,0
6404,2021.02.25.,‘액면분할’ 카카오 급락장서 강세,0,0
6405,2021.02.25.,김범수 나를 영웅으로 몰지마라…동료간 해끼쳐선 안돼,0,0
6406,2021.02.25.,2030 아슬아슬 빚투… 작년 신용대출 44조,-1,-1
6407,2021.02.25.,구글 갑질 방지법 법안소위 또 불발… 2월 처리 물 건너가나,-2,-1
6408,2021.02.25.,최태원 어려운 시기…견마지로 다 할 것,-3,-1
6409,2021.02.25.,떠났던 블랙스톤 韓 사무소 다시 개설,0,0
6410,2021.02.25.,뷰노 수요예측 경쟁률 1457 대 1,-1,-1
6411,2021.02.25.,코스닥 시총 상위 바이오 독주 끝나나,3,1
6412,2021.02.25.,도 넘는 구글 갑질에도 속수무책 속타는 네이버카카오,-1,-1
6413,2021.02.25.,강남부자들 다시 공모주 펀드 찾는다,1,1
6414,2021.02.25.,서울商議 회장단에 김남구장병규도 합류,1,1
6415,2021.02.25.,한은 가정폭력 막으려 집집마다 CCTV 놓는꼴… 세계유례 없다,-4,-1
6416,2021.02.25.,네이버카카오 창업자 성과급인사 불만 직접 나선다,-3,-1
6417,2021.02.25.,일방통행 관례 성과급인사평가도 논의 테이블…전통 대기업과 달랐다,-2,-1
6418,2021.02.25.,핀테크社 신사업 정부에 신고하라,0,0
6419,2021.02.25.,카카오 주식 1주를 5주로 쪼갠다,0,0
6420,2021.02.25.,두 금융수장 충돌 뒤엔 韓銀  금융위 영역싸움,-4,-1
6421,2021.02.25.,카카오 계열사 야나두 내년 상장 추진,2,1
6422,2021.02.25.,비대면 간편 전자계약 모두싸인 115억원 투자 유치,3,1
6423,2021.02.25.,“이 경고등은 왜 켜졌어”…현대차 차세대 ‘인공지능 음성인식 기술’ 개발,1,1
6424,2021.02.25.,뉴스와 시각혁신의 팔 비트는 文정부,1,1
6425,2021.02.25.,창업자에 “경쟁사보다 연봉 왜 낮나”… MZ세대 직원들의 돌직구,-1,-1
6426,2021.02.25.,소상공인 대출 사다리 제공네이버우리銀 적과의 동침,1,1
6427,2021.02.25.,서울시장 후보에게 듣는다박영선 새로운 100년 서울디지털 대전환 좌표 설정할 때,2,1
6428,2021.02.25.,구글 인앱결제 수수료 결국 내린다,-2,-1
6429,2021.02.25.,기부하는 디지털 CEO들…차원 다른 세 가지,1,1
6430,2021.02.25.,먹는 건강관리 대세…건기식 쏟아내는 식품업,1,1
6431,2021.02.25.,세상을 바꾸려는 열정에 투자한 그들…유니콘 CEO 면면보니,3,1
6432,2021.02.25.,7000만곡 내 귀에 캔디…아이유 없이 고막연인 될까,-1,-1
6433,2021.02.25.,박일호의미술여행 무엇이 성공인가,4,1
6434,2021.02.25.,줌인박용만 규제완화 큰 물꼬 못 터 아쉽다…최태원 영향력 기대,-4,-1
6435,2021.02.25.,내 성공은 신의 축복과 주변 도움덕…작은 혜택 받은 분들에게 돈 쓰겠다,9,1
6436,2021.02.25.,단독 부산엑스포 유치위원장 최태원정의선 물망,2,1
6437,2021.02.26.,‘배정 확률 높여라’…가족 계좌 총동원 SK바이오사이언스 열풍,2,1
6438,2021.02.26.,카카오 5대 1 액면분할액면가 500원100원,0,0
6439,2021.02.26.,롯데마트홈플러스도 뛰어든 ‘즉시 배송’ 경쟁,-1,-1
6440,2021.02.26.,‘디지털혁신’ 한국투자증권 MZ세대 흡수중,3,1
6441,2021.02.26.,개미 등치는 리딩 단톡방,0,0
6442,2021.02.26.,고맙다 동학개미…평균 연봉 2억 넘는 증권사 등장,3,1
6443,2021.02.26.,청담동 골목서 1유로로 정통 에스프레소를 즐길 수 있다고,0,0
6444,2021.02.26.,여성IT맨실무전문가… 대기업 이사회 ‘얼굴’이 바뀐다,1,1
6445,2021.02.26.,게임하듯 투자하는 MZ세대 그림빌딩지분까지 손댄다,0,0
6446,2021.02.26.,구글 인앱결제 강제 금지법 압박에 일단 백기,-4,-1
6447,2021.02.26.,기업형 슈퍼마켓 도심 즉시배송 거점으로 키운다,1,1
6448,2021.02.26.,피플피플구독자 309만명 유튜버 김계란 철원서 자급자족 귀농예능 시작,1,1
6449,2021.02.26.,외국인 28조 팔아 치워 역대 최대‘금리 발작’에 사흘째 널뛰기장,-2,-1
6450,2021.02.26.,이주열 “전자금융법 ‘빅브러더’ 맞다”… 은성수에 직격탄,-1,-1
6451,2021.02.26.,배민 창업자 김봉진 의장 “재산 절반 이상 사회 환원”,-1,-1
6452,2021.02.26.,카카오페이토스 “주식투자 쉽게”… 돈 모이는 증권으로 영역 급속확대,4,1
6453,2021.02.27.,장 마감후 기업공시 2월25일,-1,-1
6454,2021.02.27.,빅테크 전자금융거래법 비금융 업무도 규제 반발,-5,-1
6455,2021.02.27.,최태원 商議회장 정식 선출…중책 맡아…견마지로 다할 것,0,0
6456,2021.02.27.,플랫폼 상생안 만든 방통위… 시장 조정자로 전면에 나선다,3,1
6457,2021.02.27.,김범수 카카오 의장 “빌 게이츠가 롤모델 기부금은 바로 집행”,1,1
6458,2021.02.28.,“성과급 왜 적나” “스톡옵션 지금 팔면 되나”,0,0
6459,2021.02.28.,네이버카카오가 금융시장 잠식할 것,0,0
6460,2021.02.28.,NH농협은행 NH직장인대출V 출시 이벤트,2,1
6461,2021.02.28.,보너스로 1년 연봉 더 줄게… 부르는 게 값 된 개발자 영입 전쟁,0,0
6462,2021.02.28.,크래프톤 한번에 연봉 2000만원 인상…뉴웨이브 된 성과 공유,3,1
6463,2021.02.28.,카카오 5 대 1 비율로 액면분할,0,0
6464,2021.02.28.,어떻게 생각하십니까 500m 근처에 있어요모두에게 달린 추적장치 위치 알림,-1,-1
6465,2021.03.01.,사장 대신 팀장이 신속 결재…카카오처럼 바뀌는 신한카드,0,0
6466,2021.03.01.,공동대표까지 나선 인사평가… 속 시끄러운 ‘IT 대표’ 카카오,-1,-1
6467,2021.03.01.,이코노 브리핑 한화생명 카카오페이와 업무협약 맺어 외,1,1
6468,2021.03.01.,이코노 브리핑 한화생명 카카오페이와 업무협약 맺어 외,1,1
6469,2021.03.01.,마켓트렌드편의점 이색 컬래버로 화이트데이 공략,2,1
6470,2021.03.01.,코로나에 충당금 늘린 은행들… 지난해 순이익 1조6000억 줄었다,1,1
6471,2021.03.01.,fn스트리트 우아한 선물,1,1
6472,2021.03.02.,제2의 카카오 나오려면 스타트업 MA 늘어야,0,0
6473,2021.03.02.,김범수 카카오 의장 ‘슈퍼 리치 기부클럽’ 공식 가입,2,1
6474,2021.03.02.,네이버카카오행정안전부 국민비서 함께 만든다,2,1
6475,2021.03.02.,실력행사 나선 스포티파이…카카오M 음원 글로벌 서비스 중단종합,0,0
6476,2021.03.02.,윤호영 카카오뱅크 대표 연임,0,0
6477,2021.03.02.,상장기업 분석 NHN 네이버카카오에 가려진 비대면 다크호스,2,1
6478,2021.03.02.,유튜브뮤직 1년새 고객 2배 지니 제치고 음원 2위 등극,-1,-1
6479,2021.03.02.,마켓인이베이코리아 예비입찰 임박…불 붙은 ‘눈치싸움’,-4,-1
6480,2021.03.02.,쿠팡 상장 대박 등에 업고 더 높은 몸값 요구할 수도,3,1
6481,2021.03.03.,달궈진 이커머스… 네이버카카오 공세 강화,3,1
6482,2021.03.03.,카카오네이버 후불결제중금리대출 맞대결,0,0
6483,2021.03.03.,마이데이터 허가 2개월째 기다리기만 속타는 카카오페이,0,0
6484,2021.03.03.,카카오 인사평가 논란에 “제도 개편하겠다”,-1,-1
6485,2021.03.03.,우리은행장카카오뱅크 행장 연임,0,0
6486,2021.03.03.,중국 쇄국에 막힌 네이버 카카오…한국선 바이두 위챗 활개,-1,-1
6487,2021.03.03.,작은 차이가 큰 변화를 만든다 문태식 카카오 VX대표,0,0
6488,2021.03.03.,개발자 기근에대표가 두팔 걷는 중소IT,0,0
6489,2021.03.03.,식음료 업계 봄맞이 ‘핑크빛 꽃잔치’,2,1
6490,2021.03.03.,쿠팡 상장으로 4兆 실탄…네이버와 맞짱,1,1
6491,2021.03.03.,안에선 편하게 밖에선 폼나게…집콕 영향 이지웨어 인기,4,1
6492,2021.03.03.,롤러코스피…1분기 실적 기대주 올라탈까,0,0
6493,2021.03.03.,코로나 백신접종 예약 카톡으로,-1,-1
6494,2021.03.03.,금융 걷고 뛰고 헤엄치고 오르고 밟고…운동만 해도 보험료 할인해드려요,1,1
6495,2021.03.03.,책CHECK 문어 밸런스게임,0,0
6496,2021.03.03.,해외진출 SW기업 현지화마케팅 도와드려요,-2,-1
6497,2021.03.04.,카뱅카카오페이 데이터 교류…신용평가 모형 개발 손잡는다,1,1
6498,2021.03.04.,카카오 ‘함께 일하기 싫다’ 평가항목 바꾼다,-3,-1
6499,2021.03.04.,윤호영 카카오뱅크 대표 연임,0,0
6500,2021.03.04.,카카오엔터테인먼트 ‘김성수이진수’ 체제로 공식 출범,1,1
6501,2021.03.04.,또 너냐…곳곳서 부딪치는 네이버 vs 카카오,0,0
6502,2021.03.04.,김범수 카카오 의장 ‘슈퍼 리치 기부클럽’ 공식 가입,2,1
6503,2021.03.04.,스포티파이 카카오M 음원 글로벌 유통 중단 재계약 불발,-2,-1
6504,2021.03.04.,스포티파이 아이유 노래 다시 튼다,0,0
6505,2021.03.04.,기획귀찮은 070 스팸 막는 안심번호 QA,0,0
6506,2021.03.04.,단독 SK바사 기관 85 의무보유…따상상상 바이오팜보다 유통물량 적네,1,1
6507,2021.03.04.,수수료 인하는 꼼수…힘 받는 구글갑질방지법,-3,-1
6508,2021.03.04.,단독 몸값 2조 요기요 투자안내서 발송…매각 시동,1,1
6509,2021.03.04.,전통 택시의 반격아이엠 택시 예약 서비스 내놓는다,0,0
6510,2021.03.04.,“제2의 쿠팡을 찾아라” 비상장 주식 관심 고조,1,1
6511,2021.03.04.,IT 창업가들의 ‘新사업보국’오늘과 내일김용석,0,0
6512,2021.03.04.,한화생명 신용대출 ‘카톡’으로 받는다… 최대 1억 간편 서비스 업무협약,3,1
6513,2021.03.04.,서울시 7천 여개 공공서비스 카톡예약 서비스 실시,1,1
6514,2021.03.04.,삼성 대졸 공채 유지… 이번주 공고 낸다,0,0
6515,2021.03.05.,엔씨소프트네이버 평균 연봉 1억원 돌파,6,1
6516,2021.03.05.,줄이은 동학개미‘1000만 시대’로,0,0
6517,2021.03.05.,조정장에 안전수익 찾아ELS공모주로 몰리는 돈,4,1
6518,2021.03.05.,오늘의 증시 메모3월 12일,0,0
6519,2021.03.07.,해외투자 속도내는 네이버 VS 통합 시너지 키우는 카카오,3,1
6520,2021.03.07.,네이버 RD 1조3000억 투자… 매출액 대비로 보면 국내 1위,2,1
6521,2021.03.08.,전세계 스포티파이에서 아이유 임영웅 에픽하이 못듣는다… 카카오M과 협상 난항,-1,-1
6522,2021.03.08.,“헤이 카카오 세탁기 돌려줘” 삼성카카오 IoT 전략 협력,0,0
6523,2021.03.08.,1년반 만에 빛본 SKT 초협력 전략…맞교환 카카오지분서만 7천억 이익,3,1
6524,2021.03.08.,스포티파이카카오M 힘겨루기… K팝 열풍에 미칠 영향은,1,1
6525,2021.03.08.,한화생명대출 카카오톡으로,0,0
6526,2021.03.08.,해외 K팝 팬덤 업은 스포티파이의 생떼… 진퇴양난 카카오M,0,0
6527,2021.03.08.,‘새벽잡아라’…마켓컬리오아시스 불꽃 배송전쟁,1,1
6528,2021.03.08.,네이버 ESG 경영 亞 인터넷 기업 중 2위,0,0
6529,2021.03.08.,이번엔 14일 화이트 데이 대전…편의점들이 야심차게 내놓은 선물꾸러미,0,0
6530,2021.03.08.,매일 스마트폰에 4000개 광고 접근… 사생활이 기록된다 이슈탐사,0,0
6531,2021.03.08.,누가 나를 들여다보라 하였는가 흑백 민주주의 ⑩,0,0
6532,2021.03.08.,화석이 된 상아탑 신산업 전공 만들려면 학내정치관료제 산 넘어 산,0,0
6533,2021.03.08.,쿠팡 돈벼락에 기절초풍 e커머스… 상장제휴MA ‘급물살’,1,1
6534,2021.03.08.,“4484㎝ 독서…” 자랑하고 공유하고 채팅하듯 읽는다,0,0
6535,2021.03.08.,스포티파이 상륙에…음악시장 AI 좋아,3,1
6536,2021.03.08.,1억 주고 ‘개발자 모시기’ 경쟁… 사표 던지며 너도나도 ‘코딩 붐’,-2,-1
6537,2021.03.09.,SKT카카오 ‘AIESG지식재산권’ 협력개방,1,1
6538,2021.03.09.,주식 증여 카카오 김범수 가족 증여세만 420억원,0,0
6539,2021.03.09.,세차정비도 비대면으로 카카오내비서 내 차 관리 서비스 선보인다,0,0
6540,2021.03.09.,윤호영 카카오뱅크 대표 사실상 연임 확정,0,0
6541,2021.03.09.,경찰청 과태료 납부부터 백신 예약 알림까지 국민 비서된 카카오네이버,-2,-1
6542,2021.03.09.,네이버카카오토스 본인확인기관 탈락,-1,-1
6543,2021.03.09.,올 공모주 랠리…카카오 SKT가 이끈다,0,0
6544,2021.03.09.,헤이카카오 삼성 건조기청소기 돌려줘,-1,-1
6545,2021.03.09.,한화생명 카카오톡에서 신용대출 서비스 제공키로,1,1
6546,2021.03.09.,바이오서 콘텐츠로…코스닥 대세株 바뀌나,1,1
6547,2021.03.09.,엉뚱한 계좌 열리고 시스템 100분간 먹통SK바사 매매 고객들 분통,-5,-1
6548,2021.03.09.,SK바이오사이언스 역대 청약 증거금 기록 새로 썼다,-1,-1
6549,2021.03.09.,시그널 계좌 240만개 몰려 31만건은 빈손1억 넣었어도 56주,0,0
6550,2021.03.09.,몸값 72조 쿠팡發 유통빅뱅 온다,1,1
6551,2021.03.09.,벤처업계 장외시장 좋은 기업 많지만…지금은 과열 상태,3,1
6552,2021.03.09.,산업리포트AI클라우드 시대 급부상한 데이터센터,0,0
6553,2021.03.09.,636兆 몰린 SK바이오 공모주 청약,-1,-1
6554,2021.03.09.,이베이코리아 누구 품에…서로 다른 속내 내일 윤곽,0,0
6555,2021.03.09.,SK바사에 63조원 몰렸다…수익률에 목마른 투자자로 문전성시,0,0
6556,2021.03.09.,부산센텀여고 온오프라인 교내 행사 “눈에 띄네”,0,0
6557,2021.03.09.,지금 구청은 50대 독거남성 스마트폰 교육,0,0
6558,2021.03.09.,면세점 파격 할인 창고 대방출…‘보복소비’ 덕에 재고 소진 숨통,4,1
6559,2021.03.09.,삼성전자 주주 38배 폭증 ‘진정한 국민주’,0,0
6560,2021.03.09.,SK바이오사이언스 공모가 6만5000원 확정,0,0
6561,2021.03.09.,“이력서 올리자 5분만에 전화 왔다” 알고보니 보이스피싱 조직원 모집,-2,-1
6562,2021.03.09.,10문10답 빅테크의 ‘뉴스 사용료’,0,0
6563,2021.03.09.,SKT 연봉 지난해 IT 업계 최고수준박정호 대표도 74억원,1,1
6564,2021.03.09.,안현실 칼럼 그들이 대한민국의 미래다,1,1
6565,2021.03.09.,은성수 “청년층무주택자 주택 대출규제 완화 검토”,-3,-1
6566,2021.03.09.,또 3월말 주총쏠림… 25일 SK텔레콤 등 188개사,0,0
6567,2021.03.09.,‘스포티파이’서 아이유여자친구 노래 못 듣는다,-1,-1
6568,2021.03.10.,카카오 SKT 타다 쏘카…스마트모빌리티 쩐의 전쟁 시작됐다 Digital,2,1
6569,2021.03.10.,이베이코리아 인수전 카카오신세계 물망,7,1
6570,2021.03.10.,카카오 원맨쇼 금융사 직접 세운다…네이버는 원팀 상품 중개만 하겠다,0,0
6571,2021.03.10.,0株 대란… SK바사 28만명 빈손,-1,-1
6572,2021.03.10.,석종훈 퓨처플레이 파트너 10년 뒤 미래 함께 만드는 액셀러레이터 되겠다,2,1
6573,2021.03.10.,S머니동전 사라진 사회의 역설소액 투자 확대 불 붙었다,1,1
6574,2021.03.10.,한샘까지…불황 먹고 크는 렌탈 진출 후끈,0,0
6575,2021.03.10.,코로나19에 태블릿PC 인기…양강 ’애플 vs 삼성’ 신제품 관심,3,1
6576,2021.03.10.,SK바이오사이언스 청약 64조 몰려… 증거금 1억 최대 5주 받는다,2,1
6577,2021.03.10.,플랫폼법 갈등 규제관할권 샅바싸움 비화… 2개 법안 별도 추진 충돌 우려,-9,-1
6578,2021.03.10.,1주라도 더… 온라인 청약만 34만명 몰렸다,-1,-1
6579,2021.03.10.,서울 택시서비스 만족도 11년 연속 상승,3,1
6580,2021.03.10.,예적금만 넣다간 낭패…ETF신탁ISA 3종세트 챙겨라,-2,-1
6581,2021.03.10.,코앞 다가온 페이 후불결제카드업계 부글부글,-1,-1
6582,2021.03.10.,3억5000만 ‘스포티파이’ 이용자 다시 아이유 노래 듣는다,0,0
6583,2021.03.10.,기획수기명부 전화번호 대신 안심번호귀찮은 070 스팸 전화 막아준 7인방,-1,-1
6584,2021.03.10.,코로나19 백신 접종 카톡으로 예약 가능,0,0
6585,2021.03.10.,신용카드시장 PLCC동맹 대결 불붙었다,1,1
6586,2021.03.10.,윤호영 카뱅 대표 언택트는 없다…디지털콘택트 무한경쟁 시대,-1,-1
6587,2021.03.10.,朝鮮칼럼 The Column 4차 산업혁명기 ‘꼰대’의 역할,0,0
6588,2021.03.10.,죽자살자 싸웠던 통신3사 요즘은 합종연횡 중,0,0
6589,2021.03.10.,토막소식원주 횡성 2021년 3월 25일,0,0
6590,2021.03.10.,작년 대박 공모주들 올해는 내리막길,2,1
6591,2021.03.10.,집단창작 도입한 ‘웹소설계 넷플릭스’,2,1
6592,2021.03.10.,온라인쇼핑 ‘네쿠카’ 삼국지… 전운 감돈다,0,0
6593,2021.03.10.,자동차 사고 내 과실이 90면 내 보험사가 90 보상한다,-2,-1
6594,2021.03.10.,뉴스해설당면과제 공동 대응 목표로 OTT협의회 설립,1,1
6595,2021.03.10.,판커진 이베이코리아 인수전… 신세계 이어 롯데도 뛰어드나 쏟아지는 대어급 MA,9,1
6596,2021.03.10.,브랜드K 덕에 그 어려운 홈쇼핑 뚫었죠,-1,-1
6597,2021.03.11.,SK카카오 상장…업계 판 뒤흔든다,0,0
6598,2021.03.11.,시그널 SK바이오사이언스 청약 첫 날 141조 몰렸다지난해 최고 카카오게임즈 육박,1,1
